sep=,
sender,timestamp,longitude,latitude,acc,batt,charge,time,emergency,azimuth,signalStrength,wifiSignalStrength
rdean@risnjak,2024-06-14 11:05:13+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
rdean@risnjak,2024-06-14 11:05:23+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:05:27+02:00,18.6963,45.5487,0,67,1,0,0,174.3396,-200.0,-38.0
igudelj@risnjak,2024-06-14 11:05:28+02:00,18.6963,45.5487,0,67,1,0,0,174.3396,-200.0,-38.0
igudelj@risnjak,2024-06-14 11:05:28+02:00,18.6963,45.5487,0,67,1,0,0,174.3396,-200.0,-38.0
rdean@risnjak,2024-06-14 11:05:33+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:05:38+02:00,18.6963,45.5487,0,67,1,0,0,132.36871,-200.0,-33.0
rdean@risnjak,2024-06-14 11:05:43+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:05:48+02:00,18.6963,45.5487,0,67,1,0,0,132.42389,-200.0,-32.0
rdean@risnjak,2024-06-14 11:05:53+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:05:58+02:00,18.6963,45.5487,0,67,1,0,0,132.90302,-200.0,-32.0
rdean@risnjak,2024-06-14 11:06:03+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:06:08+02:00,18.6962,45.5487,0,67,1,0,0,132.7587,-200.0,-32.0
rdean@risnjak,2024-06-14 11:06:13+02:00,18.6963,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:06:18+02:00,18.6962,45.5487,0,67,1,0,0,132.83661,-200.0,-32.0
rdean@risnjak,2024-06-14 11:06:23+02:00,18.6963,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:07:01+02:00,18.6962,45.5487,0,68,0,0,0,126.66385,-200.0,-45.0
rdean@risnjak,2024-06-14 11:07:03+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:07:11+02:00,18.6963,45.5487,0,68,0,0,0,18.668243,-200.0,-51.0
rdean@risnjak,2024-06-14 11:07:13+02:00,18.6961,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:07:21+02:00,18.6962,45.5487,0,68,0,0,0,337.306,-200.0,-48.0
rdean@risnjak,2024-06-14 11:07:23+02:00,18.6962,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:07:31+02:00,18.6964,45.5487,0,68,0,0,0,41.355072,-200.0,-57.0
rdean@risnjak,2024-06-14 11:07:33+02:00,18.6962,45.5487,0,43,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:07:41+02:00,18.6964,45.5488,0,68,0,0,0,240.46191,-200.0,-64.0
rdean@risnjak,2024-06-14 11:07:43+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:07:51+02:00,18.6965,45.5489,0,68,0,0,0,116.75244,-200.0,-59.0
rdean@risnjak,2024-06-14 11:07:53+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:08:01+02:00,18.6965,45.5489,0,68,0,0,0,264.7358,-200.0,-60.0
rdean@risnjak,2024-06-14 11:08:03+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
igudelj@risnjak,2024-06-14 11:08:11+02:00,18.6965,45.5489,0,68,0,0,0,187.79356,-200.0,-49.0
rdean@risnjak,2024-06-14 11:08:13+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
rdean@risnjak,2024-06-14 11:08:23+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
rdean@risnjak,2024-06-14 11:08:33+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
rdean@risnjak,2024-06-14 11:08:43+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
rdean@risnjak,2024-06-14 11:08:53+02:00,18.6962,45.5487,0,42,0,0,0,11.054657,-71.0,-200.0
